 January 2023,5,Lovely Riad in a great location,"This was a lovely Riad in a great spot. Although we had a medical emergency the staff were able to assist us in dealing with it. The facilities were great, but don't expect a five star European style hotel. It is totally Moroccan. The terrace breakfasts are not to be missed.",hotelName,city
 June 2016,5,Great stay,"Great service. Staff are professional and friendly. Couldn't ask more of them. They welcomed us with a nice cup of tea, helped us navigate the Medina (even handed us a map) and gave instructions where to park our rental car (and how much we should expect to pay for it). Rooms are small but cosy. They have all the comfort you need. They are not as fancy as rest of the building, though. But we didn't mind. Breakfast on the roof terrace is magical and shouldn't be skipped. We didn't eat diner here, so can't comment on that.",Dar_El_Kebira,Rabat
 May 2016,5,Excellent Place- Highly Recommend. You will not be sorry,"4 of us stayed for 3 nights at El Kebira May 17-20th. Wow... it was the highlight of our 3 week vacation throughout Europe and Morocco. Wonderful staff... Great rooms, ambiance, outstanding service. The breakfast on the roof terrace is delicious and so fresh. We cannot speak more highly of this accommodation. Beautiful and terrific. We did purchase a dinner for (4) one evening from the hotel and it was just ok.. We were also disappointed in that we missed having a hamman and massage as they only have (1) person doing this and we could not be accomodated. When in Rabat, you must stay at the Dar El Kebira... Thank you for wonderful memories!",Dar_El_Kebira,Rabat
 May 2016,5,Beautiful Riad in Rabat,"I travelled through Morocco for 2 weeks, Riad Dar el Kebira stood out as a wonderful little gem in the heart of the Medina. Rabat was easy to navigate and explore without a guide. We enjoyed the Riad, staff, accommodation and service. The roof top terrace could do with a make over to encourage the use of such a beautiful space overlooking the old city. I would highly recommend this road as an authentic Moroccan experience.",Dar_El_Kebira,Rabat
 May 2016,5,Magical stay!,"I find this Riad magical, there is so much love to detail all around it! It transports you to the real moroccan way of living. Everyone was extremely kind, food was delicious and the location was perfect. Do not leave without enjoying your breakfast at the terrace, simply fantastic! I will definitely come back!",Dar_El_Kebira,Rabat
 May 2016,5,An Exquisite Riad in the Rabat Medina,"We stayed at Dar El Kebira for 11 days and have nothing but glowing remarks about the Riad and the entire staff. The Riad was a welcome sanctuary from the narrow passageways and crowds of the Rabat Medina. We stayed in a larger room that had a seating area and it was very comfortable. It was immaculately kept clean every day by a friendly and welcoming staff. Breakfasts on the rooftop terrace was served in a relaxed manner and was a great way to start the day. We used the Riad as a base for day trips to Fes and Casablanca and an overnight trip to Marrakech, but came back to Dar El Kebira and felt at home.",Dar_El_Kebira,Rabat
 May 2016,4,"Good service, specially by mr. Youness, at dinner and roomservice","the hotel is beautiful inside, the room was great, but taking a shower in the bath was not easy to get in and out, or to stand without a grip. to reach the hotel at night is not easy with a lot of luggage. it is recommended to order a shuttle from the airport to the hotel.",Dar_El_Kebira,Rabat
 April 2016,3,Review of Riad Dar El Kebira,We stayed at this Riad at both the beginning and the end of our 11 day trip to Morocco when we came to visit our daughter. The location of the Riad was convenient to getting about. The two gentlemen that assisted us at the hotel were welcoming. The rooftop was comfortable and the breakfast was nice. We asked for a cab to pick us up at the airport and it was waiting for us when we arrived. The down side of this Riad is the unfriendly hotel manager. She was abrupt in every conversation and in most cases unhelpful. We asked if she could arrange for a driver to take us to a location in the north. She told us it would be too expensive and that we should go and check out the bus. One evening we asked her if she could make change for us as we had to take a cab and we only had large…,Dar_El_Kebira,Rabat
 April 2016,5,Great Riad,This Riad surpassed all my exceptions. The staff were all so helpful and made our stay such a pleasure. The Riad is tucked away in the Medina in such a quiet part of the city but with easy access. We had dinner in the Riad twice and enjoyed both meals. Would have no hesitation in recommending the Dar el Keira.,Dar_El_Kebira,Rabat
 April 2016,5,Excellent Hospitality at this beautiful Riad,"We stayed at this beautiful Riad for 2 nights, with our kids and wish we had stayed a bit more. Interior is done beautifully, the breakfast was a treat everyday and their in house dinner which we tried one night was truly remarkable. The staff is very friendly, very accommodating, and generally helpful. All our needs were immediately taken care of which included a late night request for hot chocolate for my kids(and it came with complimentary biscotti). We came back with beautiful memories. Highly recommend this if you are planning a Riyad experience in Rabat",Dar_El_Kebira,Rabat
 April 2016,5,one night in a calm and charming place,One night for a business meeting. calm and quiet. really good internet breakfast on the roof top with a charming and enchanting view. I will be back in couple to really enjoy the place as part of vacations!,Dar_El_Kebira,Rabat
 April 2016,5,Lovely Riad in Rabat Medina,"We had a wonderful two-night stay here. They sent a car for us to the Casablanca Airport, and staff met us on the street and led us to the riad. The signs were easy to gfollow, so we could have walked on our own. The breakfasts on the roof were delightful, and the dinner in the riad was delicious. The riad is located close to the kasbah, historic gates, and the beach. We will return here soon.",Dar_El_Kebira,Rabat
 April 2016,5,"Lovely, relaxing Riad",The riad is located within the medina and an easy walk to most locations. 20 minute walk from the train station. The roof top terrace is set up with both indoor and outdoor spaces suited for all weather. A lovely space for breakfast and a bottle of wine in the evening. The riad is beautifully decorated on each floor and the staff was always available to assist as needed. A lovely stay.,Dar_El_Kebira,Rabat
